Question,Answer
"A character in this play describes missing “Four thousand little rests per hour” and asks “how shall I endure my own company?” While giving a climactic speech in this play, a character strokes a mantelpiece dubbed a “bronze atrocity” by Barbedienne (BAR-bud-ee-EN). A valet lacks (*) eyelids in this play and brings the main characters into a room with Second Empire furniture. Inez is stabbed by Estelle in this play, which ends with a character realizing that “Hell is other people.” For 10 points, name this existentialist play by Jean-Paul Sartre.",No Exit [or Huis Clos; or In Camera; or No Way Out; or Dead End]
"Most citizens entitled to wear the latus clavus (LAH-toos CLAH-voos) earned the privilege by belonging to this group. The Hostilia, Cornelia, and Julia were the successive buildings where these people worked. A group of these people was paired with the general “people of Rome” in a (*) four-letter abbreviation often found on currency and monuments. These people were temporarily meeting in the Theater of Pompey when several of them stabbed a “dictator for life” on the Ides of March. For 10 points, name these men who met to discuss Roman laws.",Roman senators [or senatores; or members of the Roman Senate]
"When one of these polygons is inscribed in a conic section, the intersection of its sides is described by Pascal's theorem. Squares, triangles, and this regular polygon are the only ones that can tile the plane. Each vertex of this polygon has (*) three diagonals, and it is the fewest-sided polygon to have more diagonals than sides. Drawing this shape's long diagonals divides it into equilateral triangles, and the sum of the internal angles of this polygon equals 720 degrees. For 10 points, name this regular polygon with six sides.",regular hexagon
"In 2022, after a 335-mile march to this state's capital, its governor signed a bill easing the process for farm workers to unionize. The mayor of a city in this state was rejected in a nomination to become Ambassador to India in 2022. Another city in this state recalled its district attorney, (*) Chesa Boudin (CHAY-suh boo-DEEN). The governor of this state was criticized for attending a party at The French Laundry during COVID restrictions and survived a recall election against Larry Elder and Caitlyn Jenner. For 10 points, name this state governed by Gavin Newsom.",California
"The only named chapter in this novel describes Nikolai's tuberculosis and is titled “Death.” Two characters in this novel get engaged after playing a game based on giving the first letters of words. The aristocratic Stiva cheats on his wife (*) Dolly near the start of this novel, leading to the title character's arrival. This novel begins with a remark about how “all happy families are alike” and ends when the title character jumps in front of a train after an affair with Count Vronsky. For 10 points, name this novel by Leo Tolstoy.",Anna Karenina (kah-REN-in-uh)
"A book titled for this group discusses a man who led the “only successful slave rebellion in history” and was written by C.L.R. James. The Feuillants (foo-yahn) Club, which included the Marquis de Lafayette, split from this group. Extreme members of this group sat in higher seats in the assembly and were called “The (*) Mountain.” Charlotte Corday assassinated a supporter of this group, whose Reign of Terror ended after the Thermidorian (THERM-id-OR-ee-un) Reaction. For 10 points, name this group led by Maximilien Robespierre (ROH-bess-PYAIR) during the French Revolution.",Jacobins [or the Jacobin Club; or The Black Jacobins]
"Amy Beach stated that this piece inspired the Gaelic Symphony. A Largo theme in this symphony beginning with slurred notes “dotted eighth-sixteenth F, A-flat, long A-flat” evokes Harry Burleigh's singing. William Arms Fisher's (*) “Goin' Home” is based on an English horn solo from this symphony, whose first movement has a flute solo resembling “Swing Low, Sweet Chariot.” After finishing this symphony, its composer left Spillville to lead “Bohemian Days” at the World's Fair. For 10 points, a visit to the U.S. inspired what Antonín Dvořák (AAN-toh-neen div-or-JACK) symphony?",Symphony From the New World [or New World Symphony; or Z nového světa; or Antonín Dvořák's Symphony No. 9 in E minor; or 9th after “Dvorak” is read; prompt on 9th Symphony before “Dvorak” is read]
"This author described a location where peace comes dropping slow  in a poem that mentions “nine bean rows” in a place where “midnight's all a glimmer” and the speaker “will arise and go now.” This author invoked a childhood memory of a vacation spot in County Sligo in “The (*) Lake Isle of Innisfree.” A poem by this author says “The falcon cannot hear the falconer” and ends by warning of a “rough beast” that “Slouches towards Bethlehem to be born.” For 10 points, name this Irish poet who wrote “The Second Coming.”",William Butler Yeats (yates)
"This adjective appears in the title of a book claiming that there is no real distinction between nature and culture, by Bruno Latour. Zygmunt Bauman (zig-MOONT BAO-mon) theorized that society is in a “liquid” form of this state. A new phase that comes after this state was discussed in the major book of (*) Fredric Jameson. This adjective describes philosophy starting in the mid-17th century and physics from about 1905 onward. For 10 points, give this term for a period that is succeeded by a “post-” form in which truth and values are relative.",modern [or modernity]
"Thalassemia (THAA-luh-SEE-mee-uh) is a disease characterized by decreased production of this molecule. The carbon dioxide affinity of this molecule in acidic conditions can be described by the Bohr effect. When this molecule is found in the lungs or kidneys, it acts as an antioxidant and helps to regulate (*) iron. This molecule has four subunits, all containing a porphyrin (POR-fuh-rin) ring. Carbon monoxide's affinity for this molecule is two-hundred and fifty times more than oxygen's. For 10 points, name this iron-containing transport protein found in red blood cells.",hemoglobin
"This country is on the south of a border that was ill-defined by the Cañas-Jerez (KAHN-yahs- HAY-rez) Treaty. Virgin of the Angels Day is a national holiday in this country, where the Monteverde (mohn-tey-VAIR-day) Cloud Forest is home to over 2,500 plant species. The easygoing catchphrase (*) “Pura Vida” (POOR-ah VEE-dah) is common in this country, which is regularly ranked first in the “Happy Planet Index.” This country, which abolished its military in 1949, is engaged in a more than 150-year-long border dispute over the San Juan River. For 10 points, name this smaller southern neighbor of Nicaragua.",Republic of Costa Rica
"One of the earliest pieces of evidence for this technology was found in South Africa's Wonderwerk (VON-dair-vurk) Cave. Hypotheses state that this technology directly contributed to the gradual shrinkage of molar teeth of H. erectus. Tools such as Schöningen (SHOO-ning-en) spears were (*) hardened using this technology, which also enabled the lengthening of the waking day. This technology was harnessed nearly two million years ago according to traces of wood ash. For 10 points, name this technology that led to rapid developments in wintertime heating and cooking food.",fire [or flames; prompt on cooking; prompt on heating food]
